text,author_id,conversation_id,id,created_at,public_metrics,in_reply_to_user_id
"O 1º dia do reality show registrou a maior audiência de estreia desde o Big Brother Brasil 2018.
https://t.co/BRf9dMJC3F",1164215078931062784,1484677176582676483,1484677176582676483,2022-01-21T23:59:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1255174322731220992,1484677070261297156,1484677070261297156,2022-01-21T23:59:32.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
tier list do big brother brasil 22 de acordo com o analista profissional miguel viana https://t.co/9ICoHaScZS https://t.co/K7WhS4NcV3,1350220426052562945,1484676988073922563,1484676988073922563,2022-01-21T23:59:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
"@oxithales Canal Espiadinha - BBB 22
O maior canal do Telegram sobre Big Brother Brasil 2022! 
🔍 Demais canais: @AcervoEspiadinha

📨 Anúncios e publicidades: @espiapublis

Twitter, IG e TikTok: canalespiadinha
https://t.co/58GVcOn6Re",1376914479376662534,1484671451106062341,1484676902665261059,2022-01-21T23:58:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1225943064495214593
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,847545786674151424,1484676837057998856,1484676837057998856,2022-01-21T23:58:36.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @carasbrasil: #CarlaDiaz e #Juliette também estão de olho no que tá rolando no #BBB22 👇
https://t.co/Gch74d73bC",140414496,1484676637002280967,1484676637002280967,2022-01-21T23:57:48.000Z,"{'retweet_count': 179, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"@goodmorn_kanye ""Big Brother Brasil""",1308519143092752385,1484646962624401410,1484676519289139210,2022-01-21T23:57:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",769353764624924672
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,189628102,1484676455502123012,1484676455502123012,2022-01-21T23:57:05.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"@tracklist big brother brasil #bbb2022 Big Brother Big Day boninho  bbb 2022 bbb22
#BBB22 naiara azevedo jade picon jade picão tiago abravanel Tadeu Eliezer Eslovenia #BigBrother #BigBrotherBrasil Pedro scooby filhos #bigbrother2022 Picao Luana
https://t.co/dQKdoJEg3p",1276307691883855872,1484675952714076163,1484676280650018823,2022-01-21T23:56:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132699857
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,573004604,1484675717149384706,1484675717149384706,2022-01-21T23:54:09.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"A 22ª edição do Big Brother Brasil (BBB22) começou nesta segunda-feira (18) mostrando que o reality deve seguir como uma das principais atrações da emissora do plim plim.
https://t.co/G0zMKZmMoh",1164215078931062784,1484675669850263553,1484675669850263553,2022-01-21T23:53:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @venicesqd: Big Brother Brasil, versao venice squad https://t.co/JIg2AlG7Ew",1438665300950540289,1484675486978617348,1484675486978617348,2022-01-21T23:53:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",960559432517214210,1484675444872036355,1484675444872036355,2022-01-21T23:53:04.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @Talitabraga__: Vazou o João Guilherme assistindo a Jade Picon 24h por dia no PPV 

#BBB22 Jade Picão / Big Brother Brasil https://t.co/…",2979698308,1484675430338682880,1484675430338682880,2022-01-21T23:53:01.000Z,"{'retweet_count': 596, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @iscacto: ""a cantora campeã do Big Brother Brasil"" 🤧 https://t.co/6dhKhD21GD",1430710829645709312,1484675415994159108,1484675415994159108,2022-01-21T23:52:57.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"@lariissapq Canal Espiadinha - BBB 22
O maior canal do Telegram sobre Big Brother Brasil 2022! 

Twitter, IG e TikTok: canalespiadinha
https://t.co/CPLBiaFapj",363108082,1484651303112478724,1484675394334859268,2022-01-21T23:52:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",239157483
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,958121789128835072,1484675175052361728,1484675175052361728,2022-01-21T23:52:00.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @urss_so: @samuelokiin @punisherising this year at the big brother brasil the contestants are allowed to kill others to win the prize. s…,55722601,1484675133470031872,1484675133470031872,2022-01-21T23:51:50.000Z,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"Big Brother Brasil, versao venice squad https://t.co/JIg2AlG7Ew",1425256351840849920,1484674914909102086,1484674914909102086,2022-01-21T23:50:58.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 2}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1289404628602413061,1484674833514442756,1484674833514442756,2022-01-21T23:50:38.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
@Irracionalnew Fui dar uma olhada... Ela posta e reposta Big Brother Brasil... Tinha q ser assim....,1152280441107439617,1484590384244305921,1484674634737983490,2022-01-21T23:49:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1371603685260812294
"Marquei a temporada 22 de ""Big Brother Brasil"" https://t.co/NO32imhyqy como vista #bancodeseries",433783040,1484674418915827719,1484674418915827719,2022-01-21T23:49:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1113269833930608644,1484674319322124296,1484674319322124296,2022-01-21T23:48:36.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
SABRINA SATO REVELA QUE NÃO ENTRARIA DE NOVO NO BIG BROTHER BRASIL https://t.co/tYZAPy1JLZ via @YouTube,1302176055780954112,1484674173179944960,1484674173179944960,2022-01-21T23:48:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1070387368551743494,1484673705150140418,1484673705150140418,2022-01-21T23:46:09.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @Talitabraga__: Vazou o João Guilherme assistindo a Jade Picon 24h por dia no PPV 

#BBB22 Jade Picão / Big Brother Brasil https://t.co/…",784215509835378688,1484673693875949571,1484673693875949571,2022-01-21T23:46:07.000Z,"{'retweet_count': 596, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @Talitabraga__: Vazou o João Guilherme assistindo a Jade Picon 24h por dia no PPV 

#BBB22 Jade Picão / Big Brother Brasil https://t.co/…",1269386596186554369,1484673553756794880,1484673553756794880,2022-01-21T23:45:33.000Z,"{'retweet_count': 596, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @meizzy_: A produção abrindo a porta pq a Jade Picão não toca na maçaneta 🗣🗣🗣

KKKKKKKKKKK FOFA! 

#jadepicao avisa que é ela linn lina…",1369022181364088834,1484673529056575490,1484673529056575490,2022-01-21T23:45:27.000Z,"{'retweet_count': 901, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1250213993194696704,1484673479542820866,1484673479542820866,2022-01-21T23:45:16.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,831598696781447170,1484673347157901316,1484673347157901316,2022-01-21T23:44:44.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @urss_so: @samuelokiin @punisherising this year at the big brother brasil the contestants are allowed to kill others to win the prize. s…,237513767,1484673224399069188,1484673224399069188,2022-01-21T23:44:15.000Z,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @urss_so: @samuelokiin @punisherising this year at the big brother brasil the contestants are allowed to kill others to win the prize. s…,282105063,1484672966784962562,1484672966784962562,2022-01-21T23:43:13.000Z,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1032242249072082944,1484672863764463616,1484672863764463616,2022-01-21T23:42:49.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @Talitabraga__: Vazou o João Guilherme assistindo a Jade Picon 24h por dia no PPV 

#BBB22 Jade Picão / Big Brother Brasil https://t.co/…",1224335756157734912,1484672663230554118,1484672663230554118,2022-01-21T23:42:01.000Z,"{'retweet_count': 596, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
Marquei como visto Big Brother Brasil - 22x5 - Dia #5 - 1ª Prova do Lider https://t.co/IiXwYDCyXt #bancodeseries,620536328,1484672615566520325,1484672615566520325,2022-01-21T23:41:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,743662866,1484672601377148930,1484672601377148930,2022-01-21T23:41:46.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,62959188,1484672137994584071,1484672137994584071,2022-01-21T23:39:56.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
@fcbmaurin big brother brasil flopado nunca sera big dog br,1379113745931206659,1484670585049341953,1484672026124210176,2022-01-21T23:39:29.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1371203469546250242
"RT @EnquetesNews: • Big Brother Brasil 

• Receberam a maior aprovação na primeira pesquisa de popularidade no Twitter.  • #BBB22 https://t…",1157984256456626177,1484672025419464704,1484672025419464704,2022-01-21T23:39:29.000Z,"{'retweet_count': 36, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @urss_so: @samuelokiin @punisherising this year at the big brother brasil the contestants are allowed to kill others to win the prize. s…,4805488937,1484671815280648192,1484671815280648192,2022-01-21T23:38:39.000Z,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
ui sou evoluído pq não assisto big brother brasil,3837894681,1484671725484838912,1484671810717241350,2022-01-21T23:38:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3837894681
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1228932569594580993,1484671731281375234,1484671731281375234,2022-01-21T23:38:19.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",1357433555010412544,1484671714239946756,1484671714239946756,2022-01-21T23:38:15.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",1324089103185530881,1484671634757890052,1484671634757890052,2022-01-21T23:37:56.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,893274667229655041,1484671582618406912,1484671582618406912,2022-01-21T23:37:43.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,3685732763,1484671548443316226,1484671548443316226,2022-01-21T23:37:35.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,722236988783509504,1484671477312020481,1484671477312020481,2022-01-21T23:37:18.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,711679880,1484671445770903554,1484671445770903554,2022-01-21T23:37:11.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,441938535,1484671149703417856,1484671149703417856,2022-01-21T23:36:00.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
parece a jade e o andré do big brother brasil dois mil e vinte e dois https://t.co/UUxDlwpsEY,1437575953203466249,1484670947495972868,1484670947495972868,2022-01-21T23:35:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
"RT @oEnzohComenta: A Laís empurrando a Eslô pro Eliezer e o Rodrigo indo atrás da Eslove.

#BBB22 #RedeBBB Rodrigo Eslovenia big brother br…",1438575944982216709,1484670915996749832,1484670915996749832,2022-01-21T23:35:04.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,711085545,1484670494959976453,1484670494959976453,2022-01-21T23:33:24.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @EnquetesNews: • Big Brother Brasil 2022

• Resultado da pesquisa de popularidade, que ocorreu no dia 19/01/2022. • #BBB22 https://t.co/…",1422259740982251520,1484670325157736454,1484670325157736454,2022-01-21T23:32:44.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"A Laís empurrando a Eslô pro Eliezer e o Rodrigo indo atrás da Eslove.

#BBB22 #RedeBBB Rodrigo Eslovenia big brother brasil eslodrigo prova festa",899363193260265472,1484670238562172929,1484670238562172929,2022-01-21T23:32:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1189291588993851397,1484670162431315982,1484670162431315982,2022-01-21T23:32:05.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1213118871000870913,1484669960295268355,1484669960295268355,2022-01-21T23:31:17.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @carasbrasil: #CarlaDiaz e #Juliette também estão de olho no que tá rolando no #BBB22 👇
https://t.co/Gch74d73bC",2532142719,1484669764358320129,1484669764358320129,2022-01-21T23:30:30.000Z,"{'retweet_count': 179, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,37782347,1484669385839194120,1484669385839194120,2022-01-21T23:29:00.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",1340154870276485121,1484668905562025993,1484668905562025993,2022-01-21T23:27:05.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
Acabou de publicar uma foto em Big Brother Brasil https://t.co/UII0xi7BQt,1277956848700841984,1484668845965066246,1484668845965066246,2022-01-21T23:26:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,2277937115,1484668733247434754,1484668733247434754,2022-01-21T23:26:24.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"Mais fotos oficiais da @bbaheck para o Big Brother Brasil 22! Estão lindas demais, gostaram ? #bbb22 https://t.co/9ektWGhDlR",1483068330110029824,1484668694743719936,1484668694743719936,2022-01-21T23:26:15.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",
Acabou de publicar uma foto em Big Brother Brasil https://t.co/AVrjtQSTZq,1277956848700841984,1484668629543227397,1484668629543227397,2022-01-21T23:25:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,3057238131,1484668360352743427,1484668360352743427,2022-01-21T23:24:55.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
Queria abraçar alguns participantes do Big Brother Brasil 22.,843534640879144961,1484668140797796354,1484668140797796354,2022-01-21T23:24:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"@tracklist big brother brasil #bbb2022 Big Brother Big Day boninho  bbb 2022 bbb22
#BBB22 naiara azevedo jade picon jade picão tiago abravanel Tadeu Eliezer Eslovenia #BigBrother #BigBrotherBrasil Pedro scooby filhos #bigbrother2022 Picao Luana
https://t.co/dQKdoJEg3p",1276307691883855872,1484667799461146624,1484668081049849862,2022-01-21T23:23:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132699857
I love how Big Brother Brasil is literally watched by the entire nation and this is shown in the fact that one of their contestants gained over 3 million followers on Instagram in the span of 2 days.,611769914,1484667867446587394,1484667867446587394,2022-01-21T23:22:58.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 27, 'quote_count': 0}",
"RT @taioliverr: A essa hora o prior ja tava falando ""os miójos estavam todos ali guardados""

Nem te culpo naiara/ Big Brother Brasil/ NEGA…",1939747314,1484667849843040258,1484667849843040258,2022-01-21T23:22:53.000Z,"{'retweet_count': 102, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"O olhar-------
Rodrigo:
-Ela tá toda saidinha

#BBB22 #RedeBBB Rodrigo Eslovenia big brother brasil eslodrigo prova festa https://t.co/tPOoEixSoZ",899363193260265472,1484667743727140868,1484667743727140868,2022-01-21T23:22:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,349777897,1484667419813683201,1484667419813683201,2022-01-21T23:21:11.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
@LouiisMonCoeur No caso big brother Brasil,1238846984880099328,1484651254248873985,1484667386888400900,2022-01-21T23:21:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1238846984880099328
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1374097892223422466,1484667264406335488,1484667264406335488,2022-01-21T23:20:34.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"Liguei pra minha família e disse:
              
                Tô no BBB!

- Eles gritaram:

Meu DEUS! No Big Brother Brasil??

- Não, no Bar Bebendo Brahma🤣🤣",1012081041941594118,1484665455650484238,1484665455650484238,2022-01-21T23:13:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
"RT @forumeplay: Top 10 mais consumidos atualmente no Globoplay...

1. Big Brother Brasil 22
2. Verdades Secretas 2
3. Um Lugar Ao Sol 
4. G…",1411062194717040640,1484665294287220739,1484665294287220739,2022-01-21T23:12:44.000Z,"{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"queria acompanhar um big brother, mas o do brasil n dá e o daqui é mto chato",1284198289647206400,1484665066456850435,1484665066456850435,2022-01-21T23:11:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,886339651077844992,1484665049524408320,1484665049524408320,2022-01-21T23:11:46.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"Veja quem são os artistas cotados para o Big Brother Brasil 22 - Observatório da TV

Grupo do Telegram - https://t.co/sKE9Cb6DIs
#bbb22 #bbb2022 #bbbrasil22 #bigbrother2022 #BBB22 #BIGDAY

https://t.co/QMR5n2Y3q9",1463656350936965122,1484664570585260034,1484664570585260034,2022-01-21T23:09:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1400172274276311045,1484664313633718282,1484664313633718282,2022-01-21T23:08:50.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"ACEROLA CAMPEÃO DO BBB22

QUEM É CONTRA ESTA MORTO POR DENTRO

https://t.co/yMZ5OYNtnx

big brother brasil || bbb https://t.co/4O9bnPErRg",1453199592028352512,1484664166942191621,1484664166942191621,2022-01-21T23:08:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
"RT @carasbrasil: #CarlaDiaz e #Juliette também estão de olho no que tá rolando no #BBB22 👇
https://t.co/Gch74d73bC",1365421546056126466,1484663761449402368,1484663761449402368,2022-01-21T23:06:39.000Z,"{'retweet_count': 179, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @urss_so: @samuelokiin @punisherising this year at the big brother brasil the contestants are allowed to kill others to win the prize. s…,3892193320,1484663658294779912,1484663658294779912,2022-01-21T23:06:14.000Z,"{'retweet_count': 1006, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",2292655119,1484663466875133957,1484663466875133957,2022-01-21T23:05:28.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
Anitta é o Mick Jagger do Big Brother Brasil https://t.co/gZUqxOgEfn,94869924,1484663461263122432,1484663461263122432,2022-01-21T23:05:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
"QUE ISSO IGÃO PODPAH 😱

https://t.co/CKwgHEwFZE

bbb || big brother Brasil || Natália https://t.co/DA1j63PecB",1453199592028352512,1484663276759883788,1484663276759883788,2022-01-21T23:04:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
"RT @Kaua2santosS: A Jade picão indo pra o BBB e trombando com a larissa manoela

#BBB22/Big Brother Brasil/DESSE TAMANHO/Inês Brasil/Arthur…",1166028098904739846,1484663255511482374,1484663255511482374,2022-01-21T23:04:38.000Z,"{'retweet_count': 101, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,3031953382,1484663190227243016,1484663190227243016,2022-01-21T23:04:22.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"pensando em me inscrever naquela instituição de ensino que tá famosa agr, o big brother brasil",1339391056916443138,1484663082106474498,1484663082106474498,2022-01-21T23:03:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,1112840718400327680,1484663010094469120,1484663010094469120,2022-01-21T23:03:39.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"@weasleyspov tem um canal big brother Brasil no yt q posta uns vídeos lá, mas acompanho mais pelo tt msm",1425239377186377728,1484607520098463750,1484662971708104709,2022-01-21T23:03:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1377749238633926658
"@tracklist big brother brasil #bbb2022 Big Brother Big Day boninho  bbb 2022 bbb22
#BBB22 naiara azevedo jade picon jade picão tiago abravanel Tadeu Eliezer Eslovenia #BigBrother #BigBrotherBrasil Pedro scooby filhos #bigbrother2022 Picao Luana
https://t.co/dQKdoJEg3p",1276307691883855872,1484619139297783809,1484662804007301125,2022-01-21T23:02:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132699857
"@tracklist big brother brasil #bbb2022 Big Brother Big Day boninho  bbb 2022 bbb22
#BBB22 naiara azevedo jade picon jade picão tiago abravanel Tadeu Eliezer Eslovenia #BigBrother #BigBrotherBrasil Pedro scooby filhos #bigbrother2022 Picao Luana
https://t.co/dQKdoJEg3p",1276307691883855872,1484615804687634437,1484662736390864902,2022-01-21T23:02:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132699857
RT @William_Castro: Entrou mais um participante na casa do Big Brother Brasil https://t.co/OBQfSvfEeT,4275799217,1484662589829357574,1484662589829357574,2022-01-21T23:01:59.000Z,"{'retweet_count': 6598, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",1248766398253477890,1484662530718973952,1484662530718973952,2022-01-21T23:01:45.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",1112949432,1484662404558594050,1484662404558594050,2022-01-21T23:01:15.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",975441383715688448,1484662244516536320,1484662244516536320,2022-01-21T23:00:37.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
"RT @LucianoArmond: Estamos no quinto dia… No quinto dia do BBB 21, este homem já tinha distribuído cobras para todos no queridômetro, e est…",910929788415696897,1484662028354600963,1484662028354600963,2022-01-21T22:59:45.000Z,"{'retweet_count': 19, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
